id,paper_id,primers,longitude,latitude,continent,sample_type,its1_extracted,its2_extracted,its_total,biome,mat,map,ph,year_of_start,year_of_end,abundances
42545,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.9912,58.548,Europe,soil,2204,2079,4283,forest,6.2,635,NA_,2015,2015,1
42693,Abrego_2018_CA,ITS3/ITS4,25.48,62.22,Europe,air,0,3271,3271,forest,3.8,594,NA_,2010,2010,7
42775,UOBC_2016_5CA6,ITS3/ITS4,-89.41,49.07,North America,soil,0,10846,10846,forest,1.9,724,4.2,2011,2011,1
42920,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.8506,56.6067,Europe,soil,2583,2489,5072,forest,6.6,607,NA_,2019,2019,2
42946,Nacke_2016_8F49,ITS1F/ITS4,10.3114,51.2717,Europe,soil,47,2426,2473,forest,7.8,617,3.5,2012,2012,18
43201,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,soil,2995,0,2995,forest,7.5,1140,4.5,2010,2010,5
43208,Tedersoo_2014_B9DD,ITS3/ITS4,27.6894,57.8779,Europe,soil,0,6355,6355,forest,5.9,612,2.97,2013,2013,7
43264,Tedersoo_2014_B9DD,ITS3/ITS4,26.8208,58.4624,Europe,soil,0,4885,4885,forest,5.6,604,4.06,2011,2011,6
43518,Tedersoo_2014_B9DD,ITS3/ITS4,16.892,61.1467,Europe,soil,0,4500,4500,forest,5.5,646,3.71,2013,2013,1
43579,Polackova_2016_KRTINY,gITS7/ITS4,16.6527,49.3249,Europe,soil,0,4265,4265,forest,8.5,569,4.88,2013,2013,1
43696,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4683,57.6652,Europe,soil,1731,1454,3185,forest,5.8,670,NA_,2013,2013,2
43719,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,4406,4406,grassland,10,824,2.727,2016,2016,2
43813,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3793,58.5456,Europe,soil,446,444,890,forest,5.5,644,NA_,2015,2015,4
43870,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.6335,58.8326,Europe,soil,2301,1844,4145,forest,6.7,611,NA_,2015,2015,4
43908,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,2202,2202,forest,10,824,3.029,2016,2016,1
43981,Unuk_2019_567A,gITS7/ITS4,15.2,46.33,Europe,root,0,5444,5444,forest,10.1,1097,NA_,2017,2017,5
44138,Bahram_2016_7246,ITS3ngs1 to ITS3ngs11/ITS4ngs,27.31,58.25,Europe,soil,0,701,701,forest,5.8,636,2.9,2012,2012,1
44196,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.0991,57.9109,Europe,soil,3984,3764,7748,forest,5.7,690,NA_,2017,2017,3
44269,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.9683,58.1447,Europe,soil,697,724,1421,forest,6.6,585,NA_,2016,2016,2
44287,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.0773,57.0466,Europe,soil,668,612,1280,forest,6,735,NA_,2019,2019,2
44402,Odriozola_2020_GA,gITS7/ITS4,16.7349,49.2877,Europe,root,0,3619,3619,forest,8.2,583,NA_,2014,2014,1
44538,Odriozola_2020_GA,gITS7/ITS4,16.7298,49.2818,Europe,rhizosphere soil,0,13968,13968,forest,8.2,621,4.82,2014,2014,1
44586,Zifcakova_2016_4C03,gITS7/ITS4,13.6182,49.043,Europe,soil,0,5309,5309,forest,4.3,1211,3.1,2012,2012,1
44630,Odriozola_2020_GA,gITS7/ITS4,16.7651,49.3239,Europe,rhizosphere soil,0,3532,3532,forest,7.6,674,4.37,2014,2014,56
44640,Nacke_2016_8F49,ITS1F/ITS4,10.3114,51.2717,Europe,soil,32,2237,2269,forest,7.8,617,3.5,2012,2012,27
44683,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,19,768,787,forest,7.8,617,3.1,2012,2012,1
45140,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4863,58.237,Europe,soil,334,251,585,forest,5.5,661,NA_,2013,2013,4
45152,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.5,59.3702,Europe,soil,267,230,497,forest,5.5,627,NA_,2015,2015,1
45631,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.149,58.1735,Europe,soil,2624,2777,5401,forest,7.1,580,NA_,2015,2015,2
45735,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5718,58.1908,Europe,soil,835,590,1425,forest,5.2,653,NA_,2011,2011,1
45771,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,187,3019,3206,forest,7.8,617,3.5,2012,2012,3
45912,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3483,57.9637,Europe,soil,1462,1328,2790,forest,5.4,737,NA_,2015,2015,1
45991,Nacke_2016_8F49,ITS1F/ITS4,10.3114,51.2717,Europe,soil,63,3701,3764,forest,7.8,617,3.5,2012,2012,2
46019,DeBeeck_2014_14DC,ITS3/ITS4,5.37278,51.1258,Europe,soil,0,585,585,forest,10.2,786,4.7,2009,2009,1
46126,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.9171,58.5511,Europe,soil,1334,1168,2502,forest,6.7,592,NA_,2015,2015,1
46246,Bahram_2020_AZ,ITS9MUNngs/ITS4ngsUni,23.5328,58.7879,Europe,soil,401,346,747,cropland,6.5,606,5.05,2016,2016,4
46310,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,3108,0,3108,forest,7.1,1164,NA_,2014,2014,1
46447,Rincon_2015_E6C1,ITS1F/ITS2,1.15,42.44,Europe,root,3877,0,3877,forest,8,929,5.3,2010,2010,63
46482,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,703,703,forest,10.3,824,4.8,2009,2009,5
46544,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.0118,58.1448,Europe,soil,557,444,1001,forest,6.5,583,NA_,2016,2016,9
46767,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.2147,58.674,Europe,soil,1885,1688,3573,forest,5.4,651,NA_,2017,2017,1
46797,Saravesi_2015_B34B,58A2F/ITS4,27.0333,69.0667,Europe,root,0,1072,1072,forest,0.5,408,NA_,2010,2010,4
47546,Rincon_2015_E6C1,ITS1F/ITS2,-4.1,40.85,Europe,root,3478,0,3478,forest,10.6,514,5.1,2010,2010,1
47707,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5507,58.3655,Europe,soil,646,407,1053,forest,5.6,625,NA_,2015,2015,1
47877,Uroz_2016_8F60,ITS1F/ITS2,4.083,47.3,Europe,rhizosphere soil,2175,0,2175,forest,8.8,1217,3.61,2008,2008,4
48043,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4851,57.5247,Europe,soil,773,735,1508,forest,5.8,656,NA_,2015,2015,7
48080,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,62,2590,2652,forest,7.8,617,3.9,2012,2012,2
48251,Polackova_2016_KRTINY,gITS7/ITS4,16.6481,49.2631,Europe,soil,0,2685,2685,forest,8.8,558,5.46,2013,2013,2
48904,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.9211,58.6242,Europe,soil,302,286,588,anthropogenic,5.6,657,NA_,2015,2015,1
49052,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,48,2387,2435,forest,7.8,617,4.2,2012,2012,1
49145,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.0039,58.5753,Europe,soil,2248,2114,4362,forest,5.3,672,NA_,2017,2017,1
49338,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1731,1731,forest,10.3,824,4.8,2009,2009,6
49580,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6868,57.5867,Europe,soil,310,282,592,forest,5.8,670,NA_,2013,2013,3
49824,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5444,57.5454,Europe,soil,150,311,461,forest,5.8,637,NA_,2013,2013,1
50309,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,83,1899,1982,forest,7.8,617,3.7,2012,2012,4
50342,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.8486,57.1525,Europe,soil,492,496,988,anthropogenic,6.2,707,NA_,2014,2014,1
50673,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.0636,58.7226,Europe,soil,240,223,463,forest,5.8,732,NA_,2015,2015,1
50873,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1314,1314,forest,10.3,824,4.8,2011,2011,1
51153,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,124,2563,2687,forest,7.8,617,3.6,2012,2012,260
51252,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,1637,1637,forest,10.3,824,4.8,2011,2011,2
52046,DeBeeck_2015_8CE2,ITS86F/ITS4,5.26389,51.2361,Europe,soil,0,882,882,forest,10.3,824,4.8,2011,2011,3
52405,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,12,1681,1693,forest,7.8,617,3.9,2012,2012,1
