id,paper_id,primers,longitude,latitude,continent,sample_type,its1_extracted,its2_extracted,its_total,biome,mat,map,ph,year_of_start,year_of_end,abundances
22613,Odriozola_2021_QY,gITS7/ITS4,13.6413,48.9251,Europe,soil,0,10811,10811,forest,5.2,1214,4.25,2016,2016,7
22826,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,10050,0,10050,forest,7.1,1164,NA_,2014,2014,1
22985,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,1926,2024,3950,forest,7.8,617,3.1,2012,2012,3
23104,Samonil_2020_GB,gITS7/ITS4,14.708,48.6643,Europe,soil,0,19663,19663,forest,6.6,784,4.6,2015,2015,1
23168,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6024,58.9652,Europe,soil,2806,2719,5525,forest,5.2,642,NA_,2015,2015,1
23264,PradaSalcedo_2021_GT,fITS7/ITS4,23.67,52.69,Europe,soil,0,57979,57979,forest,7.4,615,3.8,2017,2017,2
23265,Polackova_2016_KRTINY,gITS7/ITS4,16.6541,49.3214,Europe,litter,0,11603,11603,forest,8.5,593,5.13,2013,2013,2
23352,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5636,58.4267,Europe,soil,2477,2389,4866,forest,5.7,634,NA_,2017,2017,2
23440,Samonil_2020_GB,gITS7/ITS4,14.7087,48.6647,Europe,soil,0,25218,25218,forest,6.6,812,4.1,2015,2015,1
23516,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.2518,58.4006,Europe,soil,3336,2976,6312,forest,6.8,581,NA_,2016,2016,5
23546,Siles_2016_6850,ITS1F/ITS2,11.4347,46.5878,Europe,soil,39610,0,39610,forest,3,987,3.39,2014,2014,1
23553,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,root,0,10279,10279,forest,4.4,1407,4.6,2014,2014,4
23566,Tedersoo_2016_ISME,ITS3/ITS4,27.3241,58.2742,Europe,soil,0,9544,9544,forest,5.8,639,3.8,2011,2011,5
23584,Odriozola_2021_QY,gITS7/ITS4,13.9322,48.758,Europe,litter,0,10414,10414,forest,5.1,979,4.96,2016,2016,2
23653,FelipeLucia_2020_QA,fITS7/ITS4,13.6337,53.0903,Europe,soil,0,51529,51529,forest,8.9,568,3.485,2011,2011,394
23660,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6065,57.9984,Europe,soil,2382,2223,4605,forest,5.2,658,NA_,2017,2017,2
23779,FelipeLucia_2020_QA,fITS7/ITS4,13.6378,53.0911,Europe,soil,0,50800,50800,forest,8.9,568,3.78,2011,2011,104
23828,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.2022,56.6914,Europe,soil,1409,1268,2677,forest,6.4,686,NA_,2019,2019,23
23944,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.0762,58.3094,Europe,soil,3666,3306,6972,woodland,6.8,619,NA_,2019,2019,1
24051,PradaSalcedo_2021_GT,fITS7/ITS4,23.58,52.72,Europe,soil,0,64932,64932,forest,7.4,607,3.8,2017,2017,32
24060,PradaSalcedo_2021_GT,fITS7/ITS4,23.62,52.78,Europe,soil,0,67720,67720,forest,7.3,629,3.8,2017,2017,2
24064,PradaSalcedo_2021_GT,fITS7/ITS4,23.73,52.82,Europe,soil,0,59481,59481,forest,7.2,613,3.8,2017,2017,517
24070,Brabcova_2018_8454,gITS7/ITS4,14.6133,50.0939,Europe,litter,0,18136,18136,forest,9,579,5.25,2013,2013,20
24179,Tedersoo_2014_B9DD,ITS3/ITS4,20.9432,68.9678,Europe,soil,0,4263,4263,tundra,-1.1,375,2.98,2013,2013,1
24202,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.475,57.7605,Europe,soil,1285,1090,2375,forest,5.5,614,NA_,2015,2015,1
24337,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6219,57.9979,Europe,soil,4419,4181,8600,forest,5.2,674,NA_,2017,2017,11
24348,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,soil,0,16046,16046,forest,4.4,1407,4.6,2014,2014,3
24354,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,55770,55770,forest,1.6,512,4.98,2017,2017,4
24360,Froeslev_2019_CA74,gITS7/ITS4,9.86962,55.689,Europe,soil,0,30201,30201,anthropogenic,8.4,733,4.760258523,2014,2014,1
24370,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.0826,58.5904,Europe,soil,2307,1971,4278,forest,6.8,583,NA_,2015,2015,21
24372,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,50357,50357,forest,1.6,512,4.98,2017,2017,1
24415,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4937,57.9713,Europe,soil,5913,4842,10755,forest,5.3,703,NA_,2017,2017,2
24489,FelipeLucia_2020_QA,fITS7/ITS4,13.9034,52.8811,Europe,soil,0,43314,43314,forest,9,627,3.425,2011,2011,7
24628,Egidi_AD_2019,fITS7/ITS4,-93.66,43.51,North America,soil,0,130835,130835,grassland,7.7,772,6.3,2003,2015,2530
24658,Mikryukov_2021_SP,fITS7/ITS4,59.827,56.85,Asia,litter,0,20118,20118,forest,1.7,519,5.005,2017,2017,1
24679,Siles_2016_6850,ITS1F/ITS2,11.4347,46.5878,Europe,soil,42473,0,42473,forest,3,987,3.39,2014,2014,1
24870,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8832,58.5446,Europe,soil,958,895,1853,forest,5.5,638,NA_,2016,2016,2
25059,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3422,58.2835,Europe,soil,3715,3281,6996,forest,5.8,612,NA_,2017,2017,7
25060,Nacke_2016_8F49,ITS1F/ITS4,10.3112,51.2714,Europe,soil,1761,1955,3716,forest,7.8,617,3.6,2012,2012,75
25144,Egidi_AD_2019,fITS7/ITS4,-97.11,41.61,North America,soil,0,100504,100504,grassland,10.1,717,6.1,2003,2015,1
25199,Froeslev_2019_CA74,gITS7/ITS4,8.95119,57.1446,Europe,soil,0,25192,25192,grassland,8.6,772,4.57495555,2014,2014,7
25201,Bissett_AAAA_2016,ITS1F/ITS4,115.127,-30.1831,Australia,soil,65815,6133,71948,shrubland,19.8,587,5.7,2013,2013,1
25223,Odriozola_2021_QY,gITS7/ITS4,13.2614,49.1216,Europe,soil,0,12150,12150,forest,5.7,1319,4.28,2015,2015,1
25235,Fernandez_2017_498D,ITS1F/ITS2,-92.52,46.6794,North America,root,29264,0,29264,forest,5.2,783,NA_,2014,2014,1
25386,Siles_2016_6850,ITS1F/ITS2,11.4347,46.5878,Europe,soil,47191,0,47191,forest,3,987,3.39,2014,2014,3
25479,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.2704,57.7893,Europe,soil,4700,3990,8690,forest,6.9,574,NA_,2016,2016,2
25764,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.294,58.601,Europe,soil,3661,3472,7133,woodland,6.6,582,NA_,2015,2015,1
25822,FelipeLucia_2020_QA,fITS7/ITS4,13.927,53.0628,Europe,soil,0,32060,32060,forest,8.8,537,3.43,2011,2011,3
25909,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,43235,43235,forest,1.6,512,4.825,2017,2017,4
25967,Odriozola_2020_GA,gITS7/ITS4,16.7774,49.3108,Europe,soil,0,7029,7029,forest,7.6,658,4.6,2014,2014,35
26039,FelipeLucia_2020_QA,fITS7/ITS4,10.3377,51.1992,Europe,soil,0,36432,36432,forest,7.5,701,4.565,2011,2011,1
26047,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3793,58.5456,Europe,soil,2983,2571,5554,forest,5.5,644,NA_,2015,2015,4
26076,Froeslev_2019_CA74,gITS7/ITS4,10.5141,56.0971,Europe,soil,0,29537,29537,shrubland,8.5,610,6.584685684,2014,2014,15
26090,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,7101,7101,forest,4.8,638,3.08,2011,2011,5
26121,Castaneda_2018_C241,ITS2F/ITS2R,-71.29,-34.3,South America,shoot,0,74533,74533,forest,16.3,516,NA_,2014,2014,2
26150,Tedersoo_2014_B9DD,ITS3/ITS4,24.7119,58.0458,Europe,soil,0,3795,3795,forest,6,669,3.94,2011,2011,1
26172,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.11,Europe,root,0,11337,11337,forest,3.3,1554,4.9,2014,2014,2
26311,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.7831,48.9398,Europe,soil,20059,18950,39009,forest,8.7,627,NA_,2018,2018,8
26773,FelipeLucia_2020_QA,fITS7/ITS4,13.8639,53.0164,Europe,soil,0,45244,45244,forest,8.9,533,3.42,2011,2011,27
26795,Odriozola_2021_QY,gITS7/ITS4,13.6448,48.9435,Europe,soil,0,13262,13262,forest,5.4,1034,3.48,2016,2016,2
27056,Polackova_2016_KRTINY,gITS7/ITS4,16.6541,49.3214,Europe,litter,0,8064,8064,forest,8.5,593,4.73,2013,2013,1
27060,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,21.9023,57.1905,Europe,soil,1833,1662,3495,forest,6.9,706,NA_,2019,2019,2
27096,Vasutova_2017_3070,ITS1/ITS4,15.5203,50.7596,Europe,soil,5770,196,5966,forest,2.8,1327,3.77,2013,2013,1
27217,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,soil,4294,0,4294,forest,7.5,1047,4.9,2010,2010,21
27220,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.68,58.0652,Europe,soil,3255,3010,6265,forest,5.1,600,NA_,2013,2013,1
27223,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.4007,58.0413,Europe,soil,8479,7720,16199,forest,5.2,662,NA_,2017,2017,2
27229,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.7948,58.1886,Europe,soil,7394,7087,14481,forest,5.5,574,NA_,2016,2016,4
27232,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,soil,3845,0,3845,forest,7.5,1047,4.9,2010,2010,6
27233,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.4751,49.0174,Europe,soil,4256,3725,7981,forest,5.1,1068,NA_,2011,2011,6
27238,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9449,57.543,Europe,soil,996,880,1876,forest,5,747,NA_,2016,2016,4
27304,Tedersoo_2014_B9DD,ITS3/ITS4,26.3416,58.0811,Europe,soil,0,5367,5367,forest,5.1,674,5.67,2012,2012,1
27466,Brabcova_2018_8454,gITS7/ITS4,14.6133,50.0939,Europe,litter,0,36196,36196,forest,9,579,4.97,2013,2013,22
27597,Almeida_2018_65FE,gITS7/ITS4,13.0853,56.6627,Europe,soil,1,16957,16958,forest,7.4,998,4.05,2014,2014,6
27618,Vasutova_2017_3070,ITS1/ITS4,15.7037,50.7566,Europe,soil,4942,802,5744,forest,3.1,984,3.64,2013,2013,3
27715,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5444,57.5454,Europe,soil,3833,3422,7255,forest,5.8,637,NA_,2013,2013,8
27738,UOBC_2016_5CA6,ITS3/ITS4,-89.39,49.07,North America,soil,0,9976,9976,forest,1.9,724,5.77,2011,2011,66
27740,UOBC_2016_5CA6,ITS3/ITS4,-82.85,47.57,North America,soil,0,9287,9287,forest,2.6,806,3.99,2011,2011,2
27774,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.7831,48.9398,Europe,soil,4971,4423,9394,forest,8.7,627,NA_,2018,2018,2
27820,Odriozola_2021_QY,gITS7/ITS4,13.4094,48.9862,Europe,soil,0,14836,14836,forest,4.2,1345,3.95,2016,2016,1
27909,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,37130,37130,forest,1.6,512,4.98,2017,2017,2
27945,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.588,58.4176,Europe,soil,2168,2166,4334,forest,5.6,641,NA_,2014,2014,2
27979,FelipeLucia_2020_QA,fITS7/ITS4,13.9672,52.8897,Europe,soil,0,30175,30175,forest,9,575,3.62,2011,2011,1
27980,Froeslev_2019_CA74,gITS7/ITS4,10.5141,56.0971,Europe,soil,0,36710,36710,shrubland,8.5,610,6.584685684,2014,2014,8
28001,Odriozola_2021_QY,gITS7/ITS4,13.7132,48.8979,Europe,soil,0,18769,18769,forest,6.4,857,4.28,2016,2016,6
28022,Polackova_2016_KRTINY,gITS7/ITS4,16.6801,49.2593,Europe,soil,0,6230,6230,forest,9,495,5.59,2013,2013,40
28064,Odriozola_2020_GA,gITS7/ITS4,16.7924,49.3175,Europe,soil,0,4846,4846,forest,7.9,595,4.77,2014,2014,1
28065,Odriozola_2021_QY,gITS7/ITS4,13.4122,49.0366,Europe,soil,0,6275,6275,forest,4.8,1200,3.72,2015,2015,2
28066,Odriozola_2020_GA,gITS7/ITS4,16.7249,49.3199,Europe,soil,0,15956,15956,forest,7.8,656,5.4,2014,2014,1
28129,Polackova_2016_KRTINY,gITS7/ITS4,16.7244,49.3249,Europe,soil,0,11803,11803,forest,7.8,668,4.39,2013,2013,5
28255,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,litter,0,14124,14124,forest,8.4,643,4.82,2013,2013,1
28293,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.7,Europe,soil,0,7094,7094,forest,4.8,638,3.43,2011,2011,1
28316,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.4557,59.0826,Europe,soil,384,383,767,forest,5.5,642,NA_,2013,2013,1
28418,MerinoMartin_2020_c453,fITS7/ITS4,5.89,45.1,Europe,soil,0,13284,13284,forest,4.4,1407,5.1,2014,2014,7
28636,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6695,58.3032,Europe,soil,3446,3260,6706,forest,5.5,619,NA_,2017,2017,1
28638,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.8111,57.7111,Europe,soil,3258,3089,6347,forest,5.5,682,NA_,2017,2017,1
28700,Egidi_AD_2019,fITS7/ITS4,-96.71,44.26,North America,soil,0,92540,92540,grassland,7.1,588,7.9,2003,2015,1
28736,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.4557,59.0826,Europe,soil,2632,2428,5060,forest,5.5,642,NA_,2013,2013,8
28766,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3241,58.2742,Europe,soil,1467,1306,2773,forest,5.8,639,NA_,2011,2011,3
28850,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,1,16434,16435,forest,7,1068,4.05,2014,2014,1
28884,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,0,18433,18433,forest,7,1068,4.05,2014,2014,1
28900,Odriozola_2020_GA,gITS7/ITS4,16.7797,49.314,Europe,soil,0,12561,12561,forest,7.6,658,4.84,2014,2014,12
28940,Toju_2016_ED5F,ITS5/ITS2_KYO2,169.261,-44.433,Australia,root,4914,0,4914,forest,7.1,1164,NA_,2014,2014,5
28960,Polackova_2016_KRTINY,gITS7/ITS4,16.6112,49.2971,Europe,soil,0,2947,2947,forest,8.4,643,4.39,2013,2013,6
28970,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,15.6506,50.2191,Europe,soil,3495,3140,6635,forest,8.8,690,NA_,2018,2018,1
29009,Zhou_2016_A8F1,gITS7/ITS4,-105.38,39.99,North America,soil,0,28921,28921,forest,5.2,484,5.22,2012,2012,8
29016,PradaSalcedo_2021_GT,fITS7/ITS4,23.64,52.9,Europe,soil,0,53097,53097,forest,7.4,602,3.8,2017,2017,4
29064,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3688,57.9504,Europe,soil,3736,3145,6881,forest,5.8,615,NA_,2013,2013,4
29108,Harantova_2017_FU,gITS7/ITS4,12.6401,50.2319,Europe,soil,0,12415,12415,grassland,7.2,830,6.87,2006,2006,1
29306,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,60353,60353,forest,1.6,512,4.98,2017,2017,1
29338,Odriozola_2020_GA,gITS7/ITS4,16.8006,49.3189,Europe,rhizosphere soil,0,5052,5052,forest,8.1,574,4.8,2014,2014,1
29370,Froeslev_2019_CA74,gITS7/ITS4,10.2409,57.5966,Europe,soil,0,20215,20215,anthropogenic,8.3,707,4.189747103,2014,2014,2
29375,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,13.4751,49.0174,Europe,soil,3797,3248,7045,forest,5.1,1068,NA_,2011,2011,5
29495,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,22.765,57.0656,Europe,soil,2971,2733,5704,forest,6.6,657,NA_,2019,2019,37
29535,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.404,57.8267,Europe,soil,3570,3320,6890,forest,5.8,691,NA_,2013,2013,4
29545,Almeida_2018_65FE,gITS7/ITS4,13.0853,56.6627,Europe,soil,5,37254,37259,forest,7.4,998,4.05,2014,2014,3
29551,Porazinska_2018_2471,ITS1F/ITS2,-105.644,40.0516,North America,soil,2911,0,2911,tundra,-3.7,757,5.07,2015,2015,2
29625,Polackova_2016_KRTINY,gITS7/ITS4,16.6192,49.2904,Europe,soil,0,10753,10753,forest,8.4,652,4.7,2013,2013,63
29629,Polackova_2016_KRTINY,gITS7/ITS4,16.7177,49.279,Europe,soil,0,7954,7954,forest,8,642,5.27,2013,2013,1
29630,Polackova_2016_KRTINY,gITS7/ITS4,16.6212,49.2815,Europe,soil,0,10334,10334,forest,8.6,626,5.22,2013,2013,69
29652,Polackova_2016_KRTINY,gITS7/ITS4,16.6467,49.2923,Europe,soil,0,9730,9730,forest,8.6,532,5.24,2013,2013,1
29655,Polackova_2016_KRTINY,gITS7/ITS4,16.6314,49.3006,Europe,litter,0,11297,11297,forest,8.1,654,5.56,2013,2013,1
29716,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3264,58.2707,Europe,soil,12287,10440,22727,forest,5.7,639,NA_,2017,2017,20
29752,Samonil_2020_GB,gITS7/ITS4,14.708,48.6643,Europe,soil,0,16638,16638,forest,6.6,784,4,2015,2015,1
29779,Almeida_2018_65FE,gITS7/ITS4,13.1109,56.7009,Europe,soil,0,15221,15221,forest,7,1068,4.05,2014,2014,1
29917,Rincon_2015_E6C1,ITS1F/ITS2,-3.97,40.85,Europe,root,4068,0,4068,forest,6.3,661,3.8,2010,2010,69
29964,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.9241,57.7493,Europe,soil,3157,2993,6150,forest,5.3,722,NA_,2017,2017,8
30006,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.741,58.9959,Europe,soil,1470,876,2346,forest,5.7,631,NA_,2015,2015,1
30030,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6656,6656,forest,4.8,635,3.43,2011,2011,13
30125,Goldmann_2015_EA26,ITS1F/ITS4,13.9172,52.8624,Europe,soil,1500,2716,4216,forest,9,617,3.39,2011,2011,1
30218,Odriozola_2020_GA,gITS7/ITS4,16.7797,49.314,Europe,root,0,5142,5142,forest,7.6,658,NA_,2014,2014,2
30307,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.1426,58.5943,Europe,soil,4062,3560,7622,forest,5.6,592,NA_,2016,2016,8
30309,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,25.7957,58.0402,Europe,soil,3642,2923,6565,forest,5.5,674,NA_,2015,2015,1
30345,Odriozola_2020_GA,gITS7/ITS4,16.7205,49.281,Europe,soil,0,6439,6439,forest,8,642,4.61,2014,2014,1
30600,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.0755,56.5641,Europe,soil,5749,4783,10532,forest,7,635,NA_,2019,2019,8
30640,Odriozola_2020_GA,gITS7/ITS4,16.7739,49.3186,Europe,soil,0,16272,16272,forest,7.6,659,5.05,2014,2014,7
31054,Rincon_2015_E6C1,ITS1F/ITS2,7.12,48.08,Europe,soil,3325,0,3325,forest,7,1197,2.8,2010,2010,2
31106,Tedersoo_2016_ISME,ITS3/ITS4,27.3107,58.289,Europe,soil,0,5903,5903,forest,5.8,616,4.6,2011,2011,3
31140,UOBC_2016_5CA6,ITS3/ITS4,-82.25,46.75,North America,soil,0,8831,8831,forest,3.1,964,4.94,2011,2011,90
31146,Mikryukov_2021_SP,fITS7/ITS4,59.863,56.848,Asia,litter,0,34267,34267,forest,1.6,512,4.825,2017,2017,4
31166,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.0706,57.986,Europe,soil,3205,3034,6239,forest,5.7,711,NA_,2017,2017,1
31167,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.6894,57.8779,Europe,soil,7252,7448,14700,forest,5.9,612,NA_,2013,2013,30
31222,Polackova_2016_KRTINY,gITS7/ITS4,16.6998,49.3055,Europe,soil,0,7926,7926,forest,8.6,590,5.53,2013,2013,1
31275,Goldmann_2015_EA26,ITS1F/ITS4,13.643,52.9207,Europe,soil,2823,4292,7115,forest,9,590,3.39,2011,2011,2
31300,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3549,57.5976,Europe,soil,2509,2041,4550,forest,6,638,NA_,2016,2016,1
31312,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.0826,58.5904,Europe,soil,506,451,957,forest,6.8,583,NA_,2015,2015,1
31339,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.6164,59.219,Europe,soil,3811,3793,7604,forest,6.4,609,NA_,2018,2018,1
31422,Odriozola_2020_GA,gITS7/ITS4,16.7298,49.2818,Europe,root,0,1955,1955,forest,8.2,621,NA_,2014,2014,4
31444,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,14.3779,48.8152,Europe,soil,5246,4774,10020,forest,8.1,683,NA_,2018,2018,10
31469,Rincon_2015_E6C1,ITS1F/ITS2,1.19,42.45,Europe,root,4268,0,4268,forest,7.5,1140,4.5,2010,2010,1
31474,Uroz_2016_8F60,ITS1F/ITS2,4.083,47.3,Europe,rhizosphere soil,1368,0,1368,forest,8.8,1217,3.61,2008,2008,5
31478,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.4614,59.4641,Europe,soil,2756,2711,5467,forest,5.9,580,NA_,2014,2014,1
31587,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6714,57.9917,Europe,soil,650,537,1187,forest,5.2,656,NA_,2013,2013,1
31642,Bahram_2020_AZ,ITS9MUNngs/ITS4ngsUni,26.6461,57.5857,Europe,soil,3610,3317,6927,forest,5.9,618,6.82,2015,2015,1
31644,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.6461,57.5857,Europe,soil,4405,4041,8446,forest,5.9,618,NA_,2015,2015,2
31645,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.8486,57.1525,Europe,soil,2789,2614,5403,anthropogenic,6.2,707,NA_,2014,2014,2
31654,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.0118,58.1448,Europe,soil,1501,1260,2761,forest,6.5,583,NA_,2016,2016,44
31680,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.5764,57.7594,Europe,soil,1206,1094,2300,forest,5.7,646,NA_,2015,2015,1
31767,Tedersoo_2014_B9DD,ITS3/ITS4,39.5446,51.9079,Asia,soil,0,5944,5944,forest,6.7,580,4.98,2011,2011,2
31770,UOBC_2016_5CA6,ITS3/ITS4,-122.61,54.35,North America,soil,0,6707,6707,forest,4,703,5.87,2008,2008,1
31817,PradaSalcedo_2021_GT,fITS7/ITS4,29.58,62.67,Europe,soil,0,61986,61986,forest,3,639,3.8,2017,2017,80
31833,Odriozola_2021_QY,gITS7/ITS4,13.9312,48.7509,Europe,soil,0,31947,31947,forest,5.1,979,3.85,2016,2016,2
31906,Odriozola_2020_GA,gITS7/ITS4,16.8006,49.3189,Europe,soil,0,11366,11366,forest,8.1,574,4.8,2014,2014,1
31968,Tedersoo_2016_ISME,ITS3/ITS4,27.3118,58.262,Europe,soil,0,6118,6118,forest,5.7,636,3.74,2011,2011,3
32053,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.2014,57.8444,Europe,soil,1548,1244,2792,forest,5.7,654,NA_,2015,2015,1
32119,Odriozola_2020_GA,gITS7/ITS4,16.7385,49.3165,Europe,rhizosphere soil,0,10632,10632,forest,7.9,617,5.05,2014,2014,1
32123,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,24.7252,58.2831,Europe,soil,2669,2774,5443,forest,6.1,687,NA_,2015,2015,2
32217,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,23.1999,59.0062,Europe,soil,3540,3018,6558,forest,6.6,614,NA_,2016,2016,1
32227,Tedersoo_2014_B9DD,ITS3/ITS4,-112.068,36.231,North America,soil,0,5440,5440,forest,7.5,473,5.78,2013,2013,1
32253,Polackova_2016_KRTINY,gITS7/ITS4,16.6801,49.2593,Europe,litter,0,11081,11081,forest,9,495,5.89,2013,2013,7
32309,Tedersoo_2016_ISME,ITS3/ITS4,27.335,58.2843,Europe,soil,0,6034,6034,forest,5.8,615,3.92,2011,2011,1
32314,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,6196,6196,forest,4.8,635,3.65,2011,2011,2
32367,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,27.3064,58.2635,Europe,soil,2211,1920,4131,forest,5.8,635,NA_,2011,2011,2
32394,Odriozola_2021_QY,gITS7/ITS4,13.8968,48.8593,Europe,soil,0,12391,12391,forest,7,809,4.43,2016,2016,105
32524,Polackova_2016_KRTINY,gITS7/ITS4,16.6527,49.3249,Europe,soil,0,12594,12594,forest,8.5,569,4.81,2013,2013,1
32568,Odriozola_2020_GA,gITS7/ITS4,16.7881,49.3186,Europe,root,0,6261,6261,forest,7.8,618,NA_,2014,2014,1
32615,Odriozola_2020_GA,gITS7/ITS4,16.7651,49.3239,Europe,soil,0,5561,5561,forest,7.6,674,4.37,2014,2014,93
32667,Oja_2017_AD29,ITS1ngs/ITS4ngs or ITS1Fngs/ITS4ngs,21.991,58.2656,Europe,soil,1855,1565,3420,grassland,7,572,NA_,2012,2012,1
32669,Tedersoo_2021_TJ,ITS9MUNngs/ITS4ngsUni,26.3155,59.1243,Europe,soil,1476,1377,2853,forest,5,649,NA_,2015,2015,1
32695,Almeida_2018_65FE,gITS7/ITS4,13.0853,56.6627,Europe,soil,1,19061,19062,forest,7.4,998,4.05,2014,2014,1
32760,Veen_2021_PQ,fITS9/ITS4,5.77707,52.0148,Europe,soil,0,4449,4449,grassland,10,824,3.082,2016,2016,2
32790,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-114.165,60.3432,North America,soil,0,5121,5121,forest,-1.6,352,6.21,2015,2015,32
32835,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,soil,4308,0,4308,forest,9.3,740,2.9,2010,2010,1
32840,Rincon_2015_E6C1,ITS1F/ITS2,7.32,48.71,Europe,soil,3078,0,3078,forest,9.3,740,2.9,2010,2010,5
32857,Tedersoo_2016_ISME,ITS3/ITS4,21.7,61.8,Europe,soil,0,5988,5988,forest,4.8,635,3.7,2011,2011,1
